Car_Price,Down_Payment,Interest_Rate,Loan_Term_Months,Extra_Payment,Credit_Score,Total_Interest
112618.25349597017,22545.953317978005,5.25285854968487,60,50,837,12126.389121485356
99852.63985426378,22488.454505988346,10.029597424871056,48,0,673,16872.075879942557
81507.39443359447,9886.96518513533,5.404116836594421,60,100,832,9457.349581788072
106503.36196971036,22119.960693343248,7.080219024534189,60,50,729,15486.471173978864
99385.56807440701,16290.525732202808,14.127782548823483,36,50,646,18904.880608767126
34589.856183033764,5897.720424304842,7.213168888454915,48,200,740,3297.314623202071
108718.69484144766,26032.054398429544,10.916045743615424,72,50,623,28970.693985530695
71630.93540114333,8630.065649602988,4.425661314397615,60,500,822,4955.054339942128
99781.21629222657,12922.655635607987,15.940909312382825,60,50,598,38201.1809658465
109089.5864919668,30671.676986451963,5.039200302589465,72,0,759,12614.68221472949
48390.364872045706,3099.696779230292,10.38622613411167,48,0,665,10250.478165093647
26555.452075406058,4551.8321881925285,14.787988958734136,36,0,572,5373.667956448027
38933.19206690388,10831.221823620914,15.311850820931793,60,50,647,10960.532402077055
59846.31780575691,12124.310525978623,6.913059264606382,36,100,739,4887.138736830695
100891.55042186177,18826.54174077691,7.021004008834479,48,0,731,12300.523280650841
105376.71124191605,11848.140626846076,9.069534029518502,72,0,697,28088.95057940366
15729.973705775024,2136.4272894939595,15.583307354477732,36,0,572,3510.664837175152
68628.4667706444,18050.117436290366,9.975116731870084,48,0,654,10966.927919444486
58828.1553306218,11165.850546374835,7.187769931331264,36,100,712,5080.537078950166
38321.32009942668,6847.466098880002,14.201550055296789,36,100,616,6578.740253491755
27585.863570036694,2066.0412765164783,4.109159894174498,60,300,839,1611.752317459224
50449.59299738093,2724.633142283873,3.5712595907802784,36,0,838,2673.128509421256
114005.51891081451,33166.633446274034,15.646103211752495,60,50,595,34732.31205410266
48936.307862179296,7058.8931786419425,13.723661918430233,48,50,630,12030.68084677306
69473.01528305345,13950.408334696756,8.39442891344442,48,200,696,8513.594176835803
88816.99068399367,6210.862762361925,3.7982702156950756,60,50,771,7930.341370948375
53181.10824982587,11741.249106501247,15.06237741025415,72,0,564,21750.995464963475
117037.11868570087,33138.086076573294,10.009560583342736,36,0,670,13573.213743707101
116056.96596892168,22505.338967599142,14.979793824717923,48,100,627,29715.94454908674
41437.141061663235,3378.321653909917,4.790165383933573,48,100,844,3405.4917676666964
67211.09311870048,13135.089593978155,4.232030775183752,72,150,790,6016.552875848133
46592.22253076082,11256.066098738127,12.172386566291413,48,0,567,9473.293028962826
44908.2519096341,6808.276646658467,3.5171095402363406,60,300,805,2376.243946627199
18873.129472225944,5094.979406474052,5.167215117376481,72,0,826,2275.434404232755
79004.25506788917,16762.39112970368,10.980879836215033,48,500,576,10649.110090419183
67781.29743903046,18627.12947252323,13.969152489224221,72,150,551,18929.15661916852
20405.26888124888,4200.961825284616,4.5081498936801765,72,100,844,1593.9578153985688
44257.8787448442,3665.5257236537127,4.553378717852702,48,100,788,3472.170392227608
110367.91802649864,14063.403247510832,15.596920649192754,48,0,562,33749.42202282021
40153.9985200321,4033.4184393713826,5.563230022542484,48,0,733,4251.194172237446
30213.961569578423,8375.510297336878,7.046784449257545,72,0,743,5004.206823500647
66392.53982914411,15940.849929824219,10.786288191020189,60,0,605,15042.660600303418
118493.29768161307,25961.833203733375,3.5763072118707546,60,50,779,8381.866961554992
40415.80350870754,5061.739084677999,12.863997339777601,36,0,577,7446.46222758166
85574.23247761725,8216.084151309624,10.846913458886316,48,150,620,16697.24489979677
94970.05960951535,22708.55420997319,5.078287902585824,60,0,759,9713.919583648658
39951.942119201965,6733.47980824027,6.559126187296674,36,100,733,3127.0789818120643
91462.71660424526,9735.967285350374,10.65971330462876,36,100,590,13514.947836693145
53617.22893552159,10946.251889266516,3.581001372963839,48,0,809,3192.559375111633
81392.11221232584,4890.319965418353,13.869676913567137,36,0,633,17451.376097813474
81520.61962989395,10723.431286838499,14.933614997121227,60,0,595,30110.460461708917
71256.34182784964,11909.731434496429,6.375599062549547,36,100,708,5669.001244912999
24480.42585571287,2129.542049760669,13.550193693445934,36,50,556,4590.273019956664
102706.76203686999,30418.006381458723,9.899488362149704,60,0,685,19652.230336235625
48681.906822032266,4978.909946022641,6.721012348083638,36,150,732,4160.631337155863
34584.443591984695,2856.2697978542255,5.949520475317639,36,0,746,2994.077750209275
19281.38986325021,1945.178306707689,6.726104051738957,72,100,721,2632.0191889448406
77043.75903476539,18665.028108278624,4.756558918130427,36,0,825,4379.684143738423
86144.25799343965,13470.930222167546,14.537588394846196,36,100,627,16571.280189736495
16741.722037424897,3203.595226587838,6.741748375113603,72,200,727,1405.4634170975955
68769.7711214245,3799.6872854227518,15.83083171751921,72,100,576,31878.938436142987
38782.05639578348,2272.9320575069014,8.091864926151205,72,0,669,9697.749140149364
82743.14299299223,13359.408954466158,5.402181359134152,48,0,830,7921.697435392976
33308.4750455241,8465.80894952063,6.5766789807000325,48,150,745,2686.5251842758694
87548.46250075892,23752.748819223736,4.843912280989824,60,0,826,8165.1108115713405
55607.21136155643,3985.738175759283,11.047038785987045,36,0,567,9260.681087438592
113356.64881735713,20924.591716140014,4.261151882756214,60,100,844,9717.708118215945
29439.69913532929,8193.286758144684,5.038758292926345,48,0,820,2257.41072514545
50811.96686027714,7469.013027802817,14.388010583044448,36,0,602,10280.509846201418
26914.71973026185,6927.61894918714,3.5802787763308204,36,200,843,829.7538289792989
112092.8299192491,9351.222558347132,13.506268449234845,72,0,601,47738.397828768495
107120.63210500301,30406.04385543798,3.676556385936819,48,0,765,5896.369107433187
42083.87091009134,10009.894018959547,15.977210360479893,36,100,621,7609.300859477724
84298.3248335888,24053.14434672427,15.43513123693312,72,150,577,26849.18562794128
100808.33102112767,22092.58006469656,3.542161320857074,36,0,801,4372.427829275565
73296.08521794355,10323.825652988618,15.222572683964469,48,100,584,19843.05603766959
70613.31072738068,20092.685199885676,5.338859201116815,60,100,750,6376.923010693107
40394.49054454743,4802.569412230503,4.20709644512691,60,0,798,3936.7378148529574
24775.790619619416,3296.2487450290705,14.457259102762713,36,0,648,5120.828255932587
109207.65458509931,24593.793640120955,8.826311238623337,72,0,689,24676.848946540744
109543.8960021497,26436.127081097227,14.103778665169893,72,100,632,36824.44686369287
81475.65301369314,23004.72159063746,12.371745723640053,72,150,597,20397.22964259333
50598.12806011357,5120.561033117142,4.145118473266537,48,0,827,3952.6578435965625
51667.00533432939,12890.892452330474,4.348867777715158,60,150,797,3591.6680064176307
91225.34628137514,21404.797180538997,5.791135517305002,60,100,726,9886.534860582718
109196.5772950206,7201.365662987915,15.071264304394603,36,0,601,25418.07735209282
108144.07454783731,15876.175789812953,12.417838424489002,60,100,628,29910.71672119289
96886.93231505051,11693.416040556549,12.700822546482149,72,0,613,36973.26574714845
82413.32284620022,10394.183053776314,15.417300369861795,48,200,557,21758.72749728957
23834.69632448013,7048.794910544417,4.493247628126342,72,50,763,1962.291559797311
31971.014979934447,6736.112327779296,13.493396501429746,72,50,574,10065.827525800243
109348.18979534332,25086.556668266254,5.4129962495541974,60,100,805,11278.769575700737
78675.05126425694,23142.613233546806,5.273452766289978,48,50,792,5924.596631172469
15965.690419746114,2303.856242111076,5.838933417776879,48,150,747,1104.6368480164679
25654.51200093337,6425.430156147405,13.102682664549578,72,50,643,7119.979385506846
84667.68575634586,13431.067050934109,5.442592454857091,36,200,756,5574.711039320406
15531.466303852962,4152.856546157623,12.548014640257314,60,50,564,3102.030169523894
31884.84539883736,3034.3017136531116,6.2431462170324,36,0,727,2860.8270535224433
72617.04788349154,20835.395518774538,11.57266627484035,72,200,624,15482.091851223417
87648.99575773279,9176.229923490926,7.842969342357375,60,100,653,15404.27911577117
83455.93224777306,10979.055744497355,4.980609581511963,36,100,843,5431.9125852156985
38548.27749335878,9214.890894335715,7.040060937403033,36,500,717,2048.737011541328
89778.81824149126,13326.65873363789,10.407038890509,36,0,664,12882.997391629233
39911.15418716401,8064.162218486439,14.753800159979496,60,0,588,13364.70289675205
49166.96830672311,7922.931224608536,3.9867049880671974,36,0,822,2583.9620800841767
93381.59753739253,22000.00254916398,7.620349734865546,48,50,684,11266.291881208672
83211.45439995754,8910.516618636842,5.47087476873932,72,150,781,11315.368410435529
104168.45810188868,6730.7925036457755,12.372478825489832,60,300,588,28036.606809279023
84049.35369153606,10504.685687252564,4.123943084864841,48,0,840,6358.5886243808845
74672.40335022451,12588.062151401697,15.482753653621604,36,100,596,15006.896310017075
24835.85062194971,2285.0227605348755,13.718049441997424,72,200,585,6191.272869725444
53610.15932124052,7435.6927723678555,11.68179145617024,36,100,644,8133.359999587274
42846.24860658117,6426.755390383294,15.390029334939317,48,0,562,12578.751338698754
40618.91255480378,2613.7441977734265,10.48008256516423,36,50,695,6154.060367676069
117166.1082490068,22944.265458245532,10.97673208632957,60,300,614,23729.672780721434
56275.261090009844,15255.427380080124,5.224503256604974,48,500,777,2853.085440800412
108664.8882935969,9555.526086026955,4.281031395368788,60,50,791,10827.898380156867
81269.5557297126,16209.375701686411,13.382398455786873,72,150,557,25145.743682796958
98455.18687187308,21284.51500373308,15.531487866707394,60,0,592,34278.39719479186
67776.89477604517,10494.145366483417,5.446758391550235,60,0,793,8282.846792645712
75574.90788576771,17025.091790285554,6.024327820817598,36,300,730,4728.412943404453
66714.35785098071,10186.140685835293,11.670679240279526,36,0,634,10743.78790874909
35500.51371879467,6253.746427154299,5.661033117183024,48,0,704,3504.8413365213887
90857.47210245806,4709.893365240899,4.623595705324276,72,0,824,12665.928605599396
44481.09805628986,9916.17245889777,10.574824174978675,48,50,572,7431.062340870991
17553.176475302655,3779.8250123066764,8.735694892829809,72,50,664,3099.017735884679
82774.59107025262,4933.383782869408,3.646768033304017,72,0,848,8944.127440133734
33596.621337740144,4772.820920821115,12.728741806111337,60,200,648,7070.407213222095
113748.151357056,33528.17307028973,7.619796567796827,36,200,653,8960.84850043031
115162.50058527167,17871.393687526965,15.093694933348228,72,0,600,51185.52107806728
111060.76097314709,19489.647713886592,8.129216981815699,36,0,661,11927.719949816741
53866.66352682166,14947.058591965377,4.156617420715824,72,100,793,4304.668344809091
16622.94473553108,3811.89836763151,7.240095993212783,36,100,718,1155.4184304489766
112473.44907171116,21990.531265876707,14.604463337327129,48,0,621,29522.012209942877
59959.33557331801,14956.926431289254,8.157115084926176,36,0,688,5882.726976763828
116498.75599958531,30999.336492511007,3.643798837314992,60,0,780,8154.322277393339
116180.09759437155,19079.330070753553,4.931347553710679,72,0,788,15270.425992027156
104565.9928240728,17648.34411073346,4.281405101376219,60,0,802,9789.28554554577
45917.133667306494,6727.444787043844,14.713439995150217,72,100,598,16508.103838623385
55435.26150320215,16169.164992328737,12.949121248063658,60,100,621,12217.3759400837
104369.35050926998,23409.164814779608,4.192004825944553,72,100,812,9848.056613985025
48276.810541409155,3418.276577071022,4.402410816424793,36,0,771,3109.588736175272
32796.738402039715,8715.402174431936,14.617074421188722,72,100,626,9081.82299374644
73464.13255812676,12499.186426836626,15.462211575972058,60,0,611,26946.159253873488
113296.251286882,7612.202529093328,5.5995343931771515,60,0,706,15728.775570646125
88083.12865087217,16509.360359582173,4.5482230824539105,72,100,843,9371.852210682819
74856.42285938332,11549.677560177894,7.598506287251633,72,50,674,14819.669804882311
25203.531845930695,6790.772861847005,4.436819090048718,48,0,778,1716.113787593165
79575.75880341281,8037.0442836752445,7.270565658193801,48,50,710,10751.328467731139
118955.65426094765,30525.94229946269,12.488746465311703,36,200,578,16652.15539651462
29708.82159983502,5627.509538660277,10.297351263241929,36,50,663,3729.0355244637612
69424.61349819237,4419.055473313164,13.968346594078351,36,100,628,14125.238356755717
107124.17255243532,31383.239565987944,15.637854390861534,36,500,572,15721.89248507725
92780.70486419146,16529.236161215686,9.77149987623756,36,100,655,11478.785918883412
88186.65280450313,10822.196678471815,7.810305499946287,72,50,680,18845.233882829318
88760.82881864648,14854.276527959815,5.962302735125354,48,0,722,9345.629787958187
52746.57087807429,13949.592639306951,4.288340909167013,72,0,813,5273.946936404152
45827.1436477718,5784.567002350775,3.840213764024152,48,50,834,3035.7849750120863
99982.92132524394,9815.233314052513,13.222013826271633,48,100,551,24992.68325057354
100061.90644131399,8231.874080731099,4.442736311402982,60,0,782,10745.90622283828
106042.59345091089,13198.575444802063,5.412518396054763,60,300,800,11124.059651062884
110890.2580184295,27169.446310584666,8.801183648687934,48,0,657,15903.24935725666
68690.95188039847,11533.663583308662,5.071253608575995,72,100,825,8186.035975496211
67659.21094215596,7230.766999548085,7.38382108970296,48,0,729,9546.883554477938
98820.99379151138,9046.691393244906,5.253977661947971,36,0,762,7456.8491920206925
83246.21273166534,11086.927832502934,3.917335249023184,72,150,842,7742.71961877336
88706.52211205885,25279.68164736524,13.228164418394494,72,0,621,28797.0814700284
98558.23029079061,13379.937948374645,4.195479564591851,48,0,832,7495.557054763585
108450.56089084446,32213.18061129912,6.299717390274431,36,50,724,7454.593199948397
50489.49146941126,8649.234312736435,8.582420478737253,48,50,672,7305.846757406334
54436.21002719412,5160.061672694132,5.152718420350008,36,100,776,3740.9254856001025
24868.103683291243,6783.646233929229,12.986764803173461,72,300,632,3464.6448955133283
75719.41480459826,12500.430604210303,4.547388664489376,48,0,802,6043.2144958350345
18773.938748657918,4269.528521090825,10.447342071141223,36,50,695,2177.8688491047524
63887.79190390831,18906.179825578034,7.679937816574549,60,100,669,8184.618720233554
71977.68664429555,4501.760742864489,13.183767018849117,72,500,614,19060.085104682967
45086.831473469865,3344.254404059342,5.048123413892232,72,200,830,4959.699002650394
77037.49235974613,17727.419796978476,3.8023239163764533,60,100,832,5360.788233049739
18202.52624360019,2192.6080668271443,9.334594783844322,36,50,655,2161.518274912696
18921.559818667512,1817.895467697197,3.9789295590689333,72,0,849,2150.9924626115676
101373.05886926412,6066.21148350579,10.102212339673702,36,0,656,15568.094957506351
52820.017348182606,2929.4867939371125,12.299048159700437,60,50,585,16087.033612268226
28341.3538284479,6904.560319686611,8.487188450702728,48,100,696,3183.366324710525
69835.54230575447,5838.834941381168,4.696387757035787,72,50,811,9038.060596341596
95849.32307535414,16000.142261073328,5.867125816239818,72,100,708,13769.835731183246
37661.20788716854,7587.761873020388,4.069777277806122,36,0,814,1924.1371379667696
80403.49996099502,12630.420993132093,4.333263700238823,72,100,751,8395.106909042317
23961.48382434564,1360.4530940889847,6.207275726280221,48,0,704,2979.913206143996
20426.58072270381,5022.393208378102,13.386824699030704,60,0,562,5808.841033644691
70792.23631465554,3725.67548477822,4.699280288137933,72,0,846,10029.032152312335
71766.68776906119,17257.912929501035,13.616670995625906,60,150,634,17697.18885459879
81930.1396573117,22393.647466006838,4.808336623983864,36,0,829,4516.26760589711
91239.59004087947,14435.01373968973,4.115499033215641,48,150,794,6056.412408074528
117464.46834356613,21600.026386636164,3.752852454310056,72,0,849,11346.848602113601
69211.5365716255,11713.765209134965,14.684441477870923,60,0,558,24003.97707779285
48910.42965883083,7204.611673889647,5.201560765261364,48,200,796,3715.86341174124
98494.55045071388,26776.34769009501,4.014012464444864,60,50,827,7249.251329791327
43437.3863825178,11879.403144939133,4.3141839123160395,36,0,787,2142.8591128984604
61091.99917409179,8183.523226536374,4.497138433927111,48,0,752,5000.1414482182445
23237.920040937926,4735.131442895125,4.566653685505873,48,200,796,1170.3875821667255
17661.82805862304,4975.811900145578,4.818980342175304,36,0,784,964.5035326862021
116078.08354118213,33722.380879963726,10.728817783454268,36,50,630,14015.516382733833
102777.9126537816,18216.33258290151,14.468123955037093,72,0,562,42426.34772224927
88077.2916398383,14374.760191187075,10.840840538386756,36,0,565,12962.968773339306
57940.059163498336,6933.894246532287,13.075587122200773,36,0,594,10930.28225970594
33195.903607438806,9617.449748950225,9.983013406707583,60,100,688,5085.170731529871
31425.889480464033,2693.3111111716194,8.85364593983519,48,100,697,4681.370576902673
41275.50430728251,8046.964756276041,3.7981794975364958,60,0,785,3307.4072517233817
72668.79979414266,8766.587195230488,7.47006769001192,36,100,740,7216.030062358753
90032.57188350655,10781.587083383394,10.16785638622279,72,150,650,23429.522313006568
84320.72455536178,12752.847405198478,9.813940899675043,60,200,654,16345.363637448016
44393.059179324,13304.521435854978,4.323023205798421,60,0,799,3536.6070425693297
115260.85446963538,7346.908596831283,11.511151497891138,48,0,643,27251.921434852742
92479.17625305569,17999.726506504707,5.382822362837002,48,150,769,7716.759500752942
73207.17551369708,5171.577392143171,4.5647022530342785,48,0,847,6529.117634862304
79230.678354607,7022.2314627467795,10.057066381162455,72,0,682,24257.217072335137
59058.00655491794,9442.828101876614,6.184190011518852,72,150,704,8059.500425779545
41011.75389762153,7284.30401521303,12.344085743937088,36,0,577,6800.8062578913705
52377.13125838247,6007.557548314521,5.471080961348078,36,0,831,4014.8147194787666
94573.84159875875,12210.833721966612,9.06549914548455,48,0,665,16141.127650215203
16511.316306124365,1184.5508102179272,3.7813908477214926,60,150,783,955.1002294495217
27187.627253226205,3420.337977401636,11.70821072897089,48,0,550,6111.954961074344
19830.27741228404,5783.294367639331,4.463888558785442,36,150,789,716.592288063051
19276.524243491865,5516.494898628423,10.733590007686262,60,50,607,3304.6255758428993
104823.36132115575,14016.935067467792,6.425067970756601,36,50,732,9095.308451428786
88884.07523490248,17129.159816830543,12.804174631440702,72,0,575,31421.8183750901
64788.25205416915,17972.186469360066,14.786349459257178,48,0,626,15481.287937606035
25272.586868355153,1302.6996421353983,4.209883928978483,48,50,766,1923.42286619978
66619.6668872674,16832.850696081117,5.465097523079199,60,0,811,7224.23562213448
64714.5359319594,18579.05067178166,11.494234556154968,48,200,572,9537.605915565786
33186.19634055159,2416.998254662199,4.681973369936269,36,0,793,2271.366391413566
60554.42316998717,5471.8140334625405,5.67939859401651,36,50,707,4799.389088031942
56842.99711172421,16495.07468396918,4.967727967987964,72,0,755,6394.243642416384
79664.26029548273,14688.897495333069,15.971145284340842,36,100,636,16276.329185690523
81684.8333411026,4374.154097261956,5.138277275503264,60,0,816,10520.360324213661
19756.921026064672,2260.349814642793,9.167110622160903,36,0,683,2582.359978896785
54334.32453577948,8828.562631925291,4.469482714799384,72,150,816,5190.825221201414
80715.29114999482,18017.850680947235,5.170059922533694,72,50,817,9776.630438855142
67829.30715090921,15823.905477424893,15.647857465908984,48,50,602,17409.44846030045
104931.43332477384,31359.323194634442,15.94063589188951,60,50,648,32138.63963020094
84162.83131998923,10257.580710085236,4.293078455128969,36,100,796,4763.985408975547
32108.114843550116,5925.713952652568,15.950046111369819,72,0,585,14657.770847378173
22409.718477045135,4108.39356503042,11.357594386956073,36,0,577,3380.246203515738
82454.02421166314,12484.472221535381,4.007099551863819,72,150,769,7653.520145953339
17783.68760687029,1641.2649491135535,7.767048374201688,48,0,651,2688.983096800637
76506.43603371365,22520.75130842524,4.043477032968964,72,100,812,6073.1057848512255
113724.17534962055,29946.90710880996,5.035875103236022,48,0,820,8895.999131208479
75424.78867696729,13167.905271309866,5.2058487163569,60,0,773,8587.791305551018
55757.8422516848,11196.807891851004,9.836677935307716,36,0,688,7078.977512127685
82545.26293644708,8817.09400214643,4.762131556335392,36,50,829,5407.037460147487
